Job Title,Salary Range in Thousand Dollars,Rating,Company Name,Location.1,Location.2,Size,Type of Ownership,Industry,Sector
Senior Healthcare Data Analyst,71-90,5,Cambridge Advisory Group,King of Prussia,PA,1 to 50 employees,Private,Consulting,Business Services
Healthcare Data Analytics Analyst Senior,71-90,,Amerihealth Caritas Health Plan,Philadelphia,PA,Unknown,Other Organization,Unknown,Unknown
Sr Business Data Analyst Prn,71-90,3.3,Cooper University Health Care,Camden,NJ,5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care
Aws Analys/ Data Analyst,71-90,3.9,Diverse Lynx,Malvern,PA,501 to 1000 employees,Private,IT Services,Information Technology
Payment Integrity Data Analyst Job Posting In #Philadelphia #Itjobs,71-90,3.7,amerihealth,Philadelphia,PA,5001 to 10000 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance
Sport & Data Analyst,71-90,,Philadelphia ers  HBSE,Camden,NJ,Unknown,Other Organization,Unknown,Unknown
Data Analyst Supporting The Fbi #20-188,71-90,2.8,Forfeiture Support Associates,Philadelphia,PA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Engineer/Reporting Analyst,71-90,1.6,Management Decisions Inc,Philadelphia,PA,1 to 50 employees,Public,Advertising & Marketing,Business Services
Sr. Data Analyst - Project Manager,71-90,2.7,TechUSA,Philadelphia,PA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst Sas Programmer,71-90,4.6,SRG Woolf,King of Prussia,PA,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Sr. Data Analyst,71-90,3.8,Login Consulting Services Inc,Allegheny West,PA,51 to 200 employees,Private,Consulting,Business Services
"Systems Analyst, Quality Data System",71-90,3.3,Adaptimmune Ltd,Philadelphia,PA,201 to 500 employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Data Visualization Project Manager/ Business Analyst (Pm / Ba),71-90,4.8,Trillium Solutions Group,Horsham,PA,1 to 50 employees,Private,IT Services,Information Technology
Stability Data Analyst,71-90,,Eurofins USA PSS Insourcing Solutions,West Point,PA,Unknown,Other Organization,Unknown,Unknown
Business Analyst/Data Analyst,71-90,3.5,The Judge Group,Wilmington,DE,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Stability Data Analyst,71-90,,EUROFINS SCIENT,West Point,PA,Unknown,Other Organization,Unknown,Unknown
Data Analyst Junior,71-90,5,Staffigo Technical Services LLC,Wilmington,DE,51 to 200 employees,Private,IT Services,Information Technology
Business Intelligence And Data Sciences Analyst,71-90,3.6,TE Connectivity,Berwyn,PA,10000+ employees,Public,Electrical & Electronic Manufacturing,Manufacturing
Sr Business Analyst (Data Quality),71-90,4.2,Freedom Mortgage,Marlton,NJ,1001 to 5000 employees,Private,Investment Banking & Asset Management,Finance
Healthcare Data Analytics Analyst Senior,71-90,3.1,AmeriHealth Caritas,Philadelphia,PA,5001 to 10000 employees,Private,Insurance Carriers,Insurance
"Mid Level Data Analyst / Bi Engineer - Looker, Python, Client Facing",71-90,1.6,Management Decisions Inc,Philadelphia,PA,1 to 50 employees,Public,Advertising & Marketing,Business Services
Technical Business Analyst (Data Warehouse),71-90,4.5,Piper Companies,Horsham,PA,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Data Link Analyst,71-90,3.3,Future Technologies Inc,Moorestown,NJ,1001 to 5000 employees,Private,Accounting,Accounting & Legal
"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, De",71-90,3.2,BNY Mellon,Wilmington,DE,10000+ employees,Public,Investment Banking & Asset Management,Finance
Technical Business Analyst (Data Warehouse),71-90,3.9,Zachary Piper Solutions LLC,Horsham,PA,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Certified Tumor Registrar/Data Analyst [Ctr And Experience Required],71-90,4,Fox Chase Cancer Center,Philadelphia,PA,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Center Migration Pmo Analyst/Pmo Lead,71-90,4.1,Kforce,Wilmington,DE,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Center Migration Pmo Analyst/Pmo Lead,71-90,,Kforce Technology Staffing,Wilmington,DE,Unknown,Other Organization,Unknown,Unknown
Data Analyst / Tableau Developer,51-70,3.9,Technocrafts Inc,San Antonio,TX,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst,51-70,3.4,Ionidea,San Antonio,TX,1001 to 5000 employees,Private,IT Services,Information Technology
Data Analyst,51-70,4,CYNET SYSTEMS,San Antonio,TX,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,51-70,3.1,Integrated Resources,San Antonio,TX,201 to 500 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst I,51-70,3,Deacon Recruiting,San Antonio,TX,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Data Reporting Analyst,51-70,3.9,Indotronix International Corporation,San Antonio,TX,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,51-70,3.9,Diverse Lynx,San Antonio,TX,501 to 1000 employees,Private,IT Services,Information Technology
Data Analyst,51-70,3.7,Huntington Ingalls Industries,San Antonio,TX,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Marketing & Data Analyst,51-70,4.1,Principle Auto,San Antonio,TX,501 to 1000 employees,Private,Vehicle Dealers,Retail
Data Analyst,51-70,3.4,C GPS Alamo Workforce,San Antonio,TX,501 to 1000 employees,Private,Consulting,Business Services
Data Reporting Analyst,51-70,3.4,Vantage Bank Texas,San Antonio,TX,201 to 500 employees,Private,Banks & Credit Unions,Finance
"Data & Reporting Analyst, Distribution Planning & Operations",51-70,4.3,H E B,San Antonio,TX,10000+ employees,Private,Grocery Stores & Supermarkets,Retail
Data Analyst,51-70,2.5,Vinsari,San Antonio,TX,51 to 200 employees,Other Organization,Unknown,Unknown
Epidemiologist - Data Analyst,51-70,4,CICONIX LLC,San Antonio,TX,1 to 50 employees,Private,Federal Agencies,Government
Contract Data Analyst,51-70,,Amyx Iinc,San Antonio,TX,Unknown,Other Organization,Unknown,Unknown
Epidemiology Data Analyst,51-70,2.8,NJVC,San Antonio,TX,1001 to 5000 employees,Private,IT Services,Information Technology
Data Business Solutions Analyst,51-70,3.7,Randstad,San Antonio,TX,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst,51-70,5,Staffigo Technical Services LLC,San Antonio,TX,51 to 200 employees,Private,IT Services,Information Technology
Risk Data Analyst,51-70,3,Deacon Recruiting,San Antonio,TX,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Contract Data Analyst,51-70,4,Amyx Inc,San Antonio,TX,501 to 1000 employees,Private,IT Services,Information Technology
Senior Data Analyst,51-70,4.5,Scaleworks,San Antonio,TX,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Senior Data Analyst,51-70,3.5,HCL Technologies Ltd,San Antonio,TX,10000+ employees,Public,Computer Hardware & Software,Information Technology
Data Analyst,51-70,3.3,CDO Technologies Inc,San Antonio,TX,201 to 500 employees,Private,Computer Hardware & Software,Information Technology
"Epidemiology/Data Analyst, San Antonio, Tx, Us, Id",51-70,,Cherokee Federal,San Antonio,TX,1 to 50 employees,Nonprofit Organization,Banks & Credit Unions,Finance
Senior Data Analyst,51-70,4.1,Kforce,San Antonio,TX,10000+ employees,Public,Staffing & Outsourcing,Business Services
Senior Data Science Analyst,51-70,2.9,PETCO,San Antonio,TX,10000+ employees,Private,Pet & Pet Supplies Stores,Retail
"Data Analyst ( Sas,Sql)",51-70,3.7,eTeam Inc,San Antonio,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst - Top Secret W/ Sci Eligibility,51-70,4,LMI,San Antonio,TX,1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services
Epidemiology/Data Analyst,51-70,4,CAMRIS International,San Antonio,TX,201 to 500 employees,Private,Federal Agencies,Government
Epidemiology Data Analyst,51-70,3.5,General Dynamics Information Technology,Lackland AFB,TX,10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology
Senior Data Analyst,71-90,3.3,Convene Technologies,San Antonio,TX,51 to 200 employees,Private,IT Services,Information Technology
Data Security Analyst,71-90,,Cyber Warrior Network,San Antonio,TX,1 to 50 employees,Private,IT Services,Information Technology
Data Security Analyst,71-90,2.6,nana,San Antonio,TX,1001 to 5000 employees,Other Organization,Social Assistance,Non-Profit
Data Security Analyst,71-90,3.3,Akima Management Services,San Antonio,TX,5001 to 10000 employees,Private,Aerospace & Defense,Aerospace & Defense
Data Analyst/Engineers,71-90,3.9,Diverse Lynx,San Antonio,TX,501 to 1000 employees,Private,IT Services,Information Technology
Senior Contract Data Analyst,71-90,,Amyx Iinc,San Antonio,TX,Unknown,Other Organization,Unknown,Unknown
Epidemiology Data Analyst,71-90,3.8,Chenega Healthcare Services,San Antonio,TX,501 to 1000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
It Data Science Analyst,71-90,4.1,Kforce,San Antonio,TX,10000+ employees,Public,Staffing & Outsourcing,Business Services
"Configuration Data Analyst, (Secret Clearance Required) San Antonio, Tx, Us Id",71-90,3.2,Cherokee Nation Businesses LLC,San Antonio,TX,1001 to 5000 employees,Private,Accounting,Accounting & Legal
Technical Data Analyst,71-90,3.8,Spectrum Comm,Lackland AFB,TX,51 to 200 employees,Private,Aerospace & Defense,Aerospace & Defense
Senior Contract Data Analyst,71-90,4,Amyx Inc,San Antonio,TX,501 to 1000 employees,Private,IT Services,Information Technology
"Configuration Data Analyst, (Secret Clearance Required) San An With Security Clearance",71-90,,Cherokee Federal,San Antonio,TX,1 to 50 employees,Nonprofit Organization,Banks & Credit Unions,Finance
Senior Risk Analyst-Data,71-90,3.9,Peyton Resource Group,San Antonio,TX,1 to 50 employees,Private,Staffing & Outsourcing,Business Services
Functional Analyst (Cecl Data),71-90,4.4,Softcom Systems,San Antonio,TX,1 to 50 employees,Private,IT Services,Information Technology
Data Analyst With Security Clearance,71-90,3.3,CDO Technologies Inc,San Antonio,TX,201 to 500 employees,Private,Computer Hardware & Software,Information Technology
"Configuration Data Analyst, San Antonio, Tx, Us Id#17897 With Security Clearance",71-90,,Cherokee Federal,Fort Sam Houston,TX,1 to 50 employees,Nonprofit Organization,Banks & Credit Unions,Finance
"(Remote) Sr. Risk Analyst (It, Is And/Or Data Expertise)",71-90,3.1,Strategic Staffing Solutions,San Antonio,TX,1001 to 5000 employees,Contract,Staffing & Outsourcing,Business Services
"Sr. Risk Analyst (It, Is And/Or Data Expertise)",71-90,3.1,Strategic Staffing Solutions,San Antonio,TX,1001 to 5000 employees,Contract,Staffing & Outsourcing,Business Services
Navy Maintenance Data Systems Analyst,91+,3.6,CACI International,San Diego,CA,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Data Analyst,91+,3.3,Midland Credit Management,San Diego,CA,1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance
Research Data Analyst,91+,4.3,UC San Diego,San Diego,CA,10000+ employees,School,Colleges & Universities,Education
Data Analyst Ii,91+,3,HealthStream,San Diego,CA,501 to 1000 employees,Public,Education Training Services,Education
Data Analyst,91+,4.5,Conflux Systems Inc,San Diego,CA,1 to 50 employees,Private,Accounting,Accounting & Legal
Data Analyst,91+,3.7,nd Century Technologies,San Diego,CA,1001 to 5000 employees,Private,IT Services,Information Technology
Division Data And Financial Analyst,91+,4.2,University of California,San Diego,CA,10000+ employees,School,Colleges & Universities,Education
Research Data Analyst,91+,3.7,University of California  San Diego Medical Centers,San Diego,CA,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
Data Analyst 3,91+,4,BD Becton Dickinson and Company,San Diego,CA,Unknown,Private,Unknown,Unknown
Data Analyst,91+,3.4,Client Solution Architects,San Diego,CA,201 to 500 employees,Private,Aerospace & Defense,Aerospace & Defense
Data Analyst,91+,4.2,Cue,San Diego,CA,51 to 200 employees,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Junior Data Analyst,91+,5,Staffigo Technical Services LLC,San Diego,CA,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,91+,3.2,Encore Capital Group,San Diego,CA,5001 to 10000 employees,Public,Financial Analytics & Research,Finance
Data Analyst - Veritystream,91+,3,HealthStream,San Diego,CA,501 to 1000 employees,Public,Education Training Services,Education
Data Analyst,91+,4.4,ProMedia,San Diego,CA,1 to 50 employees,Private,Advertising & Marketing,Business Services
Senior Data Analyst,91+,3.4,Axos Bank,San Diego,CA,1001 to 5000 employees,Public,Banks & Credit Unions,Finance
Business Data Analyst (Sql / Tableau),91+,4.8,Sayva Solutions,San Diego,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data & Business Intelligence Analyst,91+,5,The Rock Church,San Diego,CA,1 to 50 employees,Nonprofit Organization,Unknown,Unknown
Fleet Optimization Data Analyst (Solar + Storage),91+,3.2,Stem,San Diego,CA,51 to 200 employees,Private,Energy,"Oil, Gas, Energy & Utilities"
Data Analyst,91+,3.8,Tandem Diabetes,San Diego,CA,1001 to 5000 employees,Public,Health Care Products Manufacturing,Manufacturing
Data Steward/Configuration Analyst,91+,3.9,Illumina,San Diego,CA,5001 to 10000 employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Administrative Assistant / Data Analyst Supporting The Dea #20-318,91+,2.8,Forfeiture Support Associates,San Diego,CA,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Manager - Bioinformatics Analyst (Naval Health Center),91+,3.5,General Dynamics,San Diego,CA,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Data Analyst,91+,5,Staffigo Technical Services LLC,San Diego,CA,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst Iii,91+,3.5,Potomac Management,San Diego,CA,51 to 200 employees,Nonprofit Organization,Unknown,Unknown
Data Analyst,91+,,Operation Samahan Health Clinic,National City,CA,Unknown,Other Organization,Unknown,Unknown
Data Privacy Analyst,91+,3.5,Dexcom Inc,San Diego,CA,1001 to 5000 employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
"Data Analyst 3 (San Diego Or Atlanta, Ga)",91+,3.6,BD,San Diego,CA,10000+ employees,Public,Health Care Products Manufacturing,Manufacturing
"Research Scientist, Structural Biologist - Cryoem Data Analyst",91+,3.3,Vertex Pharmaceuticals,San Diego,CA,1001 to 5000 employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Systems Analyst - Data Integration And Etl Process,91+,3.4,Kelly,San Diego,CA,5001 to 10000 employees,Public,Staffing & Outsourcing,Business Services
Senior Consulting Data Analyst,91+,4,Kaiser Permanente,San Diego,CA,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Senior Data Analyst,91+,3.9,Illumina,San Diego,CA,5001 to 10000 employees,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
#105009 Research Data Analyst,91+,4.3,UC San Diego,San Diego,CA,10000+ employees,School,Colleges & Universities,Education
Automotive Ecommerce Data Analyst - Remote,91+,4.2,Web Shop Manager,San Diego,CA,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Sr. Data Analyst,91+,4.6,Housecall Pro,San Diego,CA,51 to 200 employees,Private,Computer Hardware & Software,Information Technology
Senior Technical Data Analyst,91+,4.4,Intuit,San Diego,CA,5001 to 10000 employees,Public,Computer Hardware & Software,Information Technology
Data Governance Analyst,91+,,The RiverStone Group,San Diego,CA,1 to 50 employees,Other Organization,Unknown,Unknown
Division Data And Financial Analyst,91+,3.7,University of California  San Diego Medical Centers,San Diego,CA,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
Data Analyst Iii (Healthcare Analytics),91+,2.3,Interpreta,San Diego,CA,1 to 50 employees,Private,Unknown,Unknown
Senior Business Data Analyst,91+,4.4,Intuit,San Diego,CA,5001 to 10000 employees,Public,Computer Hardware & Software,Information Technology
Data Analyst Iii (Healthcare Analytics),91+,3.3,Centene Corporation,San Diego,CA,10000+ employees,Public,Insurance Carriers,Insurance
Data Analyst - Veritystream,91+,4.1,Verity A HealthStream Company,San Diego,CA,201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology
Automotive Ecommerce Data Analyst,91+,4.2,Web Shop Manager,San Diego,CA,1 to 50 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst Iv,91+,3.5,Potomac Management,San Diego,CA,51 to 200 employees,Nonprofit Organization,Unknown,Unknown
Division Data And Financial Analyst,91+,4.3,UC San Diego,San Diego,CA,10000+ employees,School,Colleges & Universities,Education
Data Analyst Junior,91+,5,Staffigo Technical Services LLC,San Diego,CA,51 to 200 employees,Private,IT Services,Information Technology
Swrmc Assessments Junior Data Analyst,91+,3.2,Amentum,San Diego,CA,10000+ employees,Public,Unknown,Unknown
Business Data Analyst Iii,91+,3.5,Russell Tobin  Associates,San Diego,CA,51 to 200 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
C4I Data Analyst/Engineer,91+,3.3,Perspecta,San Diego,CA,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Molecular Researcher And Data Analyst,91+,4.3,UC San Diego,San Diego,CA,10000+ employees,School,Colleges & Universities,Education
Health Data Analyst Iv,91+,2.5,MedImpact,San Diego,CA,1001 to 5000 employees,Private,Wholesale,Business Services
Information Security And Data Privacy Analyst,91+,,Gossamer Bio,San Diego,CA,51 to 200 employees,Public,Unknown,Unknown
It Data Analyst- Information Technology,91+,3.3,Sycuan Casino,El Cajon,CA,1001 to 5000 employees,Private,Gambling,"Arts, Entertainment & Recreation"
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology Devops",91+,4.1,California State University,San Diego,CA,10000+ employees,School,Colleges & Universities,Education
Systems Analyst - Data Integration,91+,3.7,Sunrise Systems Inc,San Diego,CA,501 to 1000 employees,Private,IT Services,Information Technology
Molecular Researcher And Data Analyst,91+,3.7,University of California  San Diego Medical Centers,San Diego,CA,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
Data Analyst - Edss,91+,4.2,World Wide Technology,San Diego,CA,5001 to 10000 employees,Private,Computer Hardware & Software,Information Technology
Sr. Data Governance Analyst,91+,4.9,The Carrera Agency,San Diego,CA,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Manager - Bioinformatics Analyst (Naval Health Center),91+,3.5,General Dynamics Information Technology,San Diego,CA,10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology
#104252 Division Data And Financial Analyst,31-50,4.3,UC San Diego,San Diego,CA,10000+ employees,School,Colleges & Universities,Education
Systems Analyst - Data Integration And Etl Process,31-50,3.4,Kelly IT,San Diego,CA,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Senior Financial Data Analyst,31-50,3.5,Vervent,San Diego,CA,501 to 1000 employees,Private,Lending,Finance
Sr. C4I Data Analyst/Engineer,31-50,3.3,Perspecta,San Diego,CA,10000+ employees,Public,Aerospace & Defense,Aerospace & Defense
Senior Tactical Data Link Systems Analyst,31-50,3.7,SBG Techology Solutions,San Diego,CA,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst I,31-50,4.1,Insight Enterprises Inc,Plano,TX,5001 to 10000 employees,Public,Enterprise Software & Network Solutions,Information Technology
Data Analyst Ii,31-50,4.1,Insight Enterprises Inc,Plano,TX,5001 to 10000 employees,Public,Enterprise Software & Network Solutions,Information Technology
Data Conversion Analyst,31-50,4.3,Harris Computer,Allen,TX,5001 to 10000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology
Data Analyst - Retail (Entry Level),31-50,3.3,Lidl,Arlington,TX,10000+ employees,Private,Grocery Stores & Supermarkets,Retail
Data Analyst - Healthcare Fraud,31-50,3.1,Delmarva Foundation,Dallas,TX,501 to 1000 employees,Nonprofit Organization,Consulting,Business Services
Data Analyst Intern,31-50,4.9,Pieces Technology Inc,Dallas,TX,51 to 200 employees,Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst Bhjob11946_,31-50,3.3,Addison Group,Dallas,TX,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Sql Data Analyst,31-50,3.9,Mondo,Dallas,TX,51 to 200 employees,Private,Staffing & Outsourcing,Business Services
Data Science - Analyst/Associate - Security Incident Response Team,31-50,4,Goldman Sachs,Dallas,TX,10000+ employees,Public,Investment Banking & Asset Management,Finance
Game Data Analyst,31-50,5,PeopleFun,Richardson,TX,1 to 50 employees,Private,Audiovisual,"Arts, Entertainment & Recreation"
"Analyst, Data Intelligence",31-50,3.7,The Richards Group,Dallas,TX,501 to 1000 employees,Private,Advertising & Marketing,Business Services
Hr Data Analyst Ii,31-50,3.7,Federal Reserve Bank,Dallas,TX,1001 to 5000 employees,Private,Financial Analytics & Research,Finance
Data Analyst,31-50,3.8,TekniSMart Solutions,Dallas,TX,1 to 50 employees,Contract,Unknown,Unknown
Data Analyst,31-50,4.4,InfoVision Inc,Dallas,TX,1001 to 5000 employees,Private,IT Services,Information Technology
Data Analyst,31-50,3.1,Dallas County,Dallas,TX,201 to 500 employees,Government,Municipal Governments,Government
Data Science Â€“ Analyst/Associate - Security Incident Response Team,31-50,4,Goldman Sachs,Dallas,TX,10000+ employees,Public,Investment Banking & Asset Management,Finance
Ignite Graduate Development Program - Application Developer / Data Scientist / Business Analyst,31-50,3.4,Atos,Irving,TX,10000+ employees,Public,IT Services,Information Technology
Data Analyst,31-50,,Yeti Technologies,Irving,TX,1 to 50 employees,Public,IT Services,Information Technology
Data Analyst (Hr),31-50,3.3,Lidl,Arlington,TX,10000+ employees,Private,Grocery Stores & Supermarkets,Retail
Data Analyst,31-50,4.1,Nokia,Dallas,TX,10000+ employees,Public,Telecommunications Services,Telecommunications
"Data Analyst (Sql, Tableau)",31-50,3.5,The Judge Group Inc,Richardson,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst Team Â€” Data Analyst,31-50,3.3,Precision,Dallas,TX,1 to 50 employees,Private,Unknown,Unknown
Data Analyst,31-50,3.4,ZeniMax Media Inc,Dallas,TX,201 to 500 employees,Private,Video Games,Media
Data Analyst (Product Analytics),31-50,2.8,Match Group,Dallas,TX,1001 to 5000 employees,Private,Advertising & Marketing,Business Services
Data Analyst,31-50,2.9,Hilltop Holdings,Irving,TX,1001 to 5000 employees,Public,Banks & Credit Unions,Finance
Performance Improvement Data Analyst,31-50,4,Texas Scottish Rite Hospital for Children,Dallas,TX,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Junior Data Analyst,31-50,5,Staffigo Technical Services LLC,Dallas,TX,51 to 200 employees,Private,IT Services,Information Technology
Data Analyst,31-50,2.9,Human Coalition,Plano,TX,201 to 500 employees,Nonprofit Organization,Unknown,Unknown
Dallas Campus Recruiting 2018 - I&D - Data Analyst,31-50,3.8,Capgemini,Dallas,TX,10000+ employees,Public,Enterprise Software & Network Solutions,Information Technology
Business Data Analyst,31-50,3.8,Diversant LLC,Dallas,TX,1001 to 5000 employees,Private,Staffing & Outsourcing,Business Services
"Analyst, Data & Design",31-50,3.3,Dallas ISD,Dallas,TX,10000+ employees,School,Preschool & Child Care,Education
Data Analyst,31-50,,StaffingSoft Inc,Irving,TX,Unknown,Other Organization,Unknown,Unknown
Data Quality Analyst,31-50,3.6,Signify Health,Dallas,TX,501 to 1000 employees,Private,Health Care Services & Hospitals,Health Care
Data Analyst,31-50,4.1,Kforce,Dallas,TX,10000+ employees,Public,Staffing & Outsourcing,Business Services
Data Analyst,31-50,4.6,Financial Additions,Dallas,TX,1 to 50 employees,Private,Investment Banking & Asset Management,Finance
"Analyst I, Data & Design",31-50,3.3,Dallas Independent School District,Dallas,TX,10000+ employees,School,Preschool & Child Care,Education
Data Analyst,31-50,3.4,First American Financial Corporation,Irving,TX,10000+ employees,Public,Insurance Carriers,Insurance
Client Data Analyst,31-50,3.6,Signify Health,Dallas,TX,501 to 1000 employees,Private,Health Care Services & Hospitals,Health Care
Hr Data Analyst Ii,31-50,4.1,Federal Reserve Bank FRB,Dallas,TX,1001 to 5000 employees,Government,Federal Agencies,Government
Data Analyst,31-50,,,Dallas,TX,Unknown,Other Organization,Unknown,Unknown
Healthcare Data Analyst,31-50,3.8,VITALWARE LLC,Dallas,TX,51 to 200 employees,Private,Health Care Services & Hospitals,Health Care
Ignite Graduate Development Program Application Developer / Data Scientist / Business Analyst,31-50,,Atos Healthcare,Irving,TX,Unknown,Other Organization,Unknown,Unknown
Data Analyst Ii,31-50,3.6,Kubota Tractor,Grapevine,TX,1001 to 5000 employees,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing
Data Analyst,31-50,2.9,Trinity Industries,Dallas,TX,10000+ employees,Public,Transportation Equipment Manufacturing,Manufacturing
Data Analyst,31-50,3.7,Randstad US,Plano,TX,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
System/Data Analyst,31-50,3.5,LT Infotech,Irving,TX,10000+ employees,Public,IT Services,Information Technology
Hr Data Analyst Ii,31-50,3.6,Federal Reserve Bank of Richmond,Dallas,TX,1001 to 5000 employees,Nonprofit Organization,Banks & Credit Unions,Finance
Data Analyst,31-50,1,Sphinix Solutions,Plano,TX,1 to 50 employees,Private,IT Services,Information Technology
Data Reporting Analyst,31-50,4.1,ALine Staffing Solutions,Dallas,TX,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Sr Data Integrity Analyst,31-50,3.8,Atmos Energy Corp,Dallas,TX,1001 to 5000 employees,Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities"
Data System Analyst,31-50,3.7,Citi,Irving,TX,10000+ employees,Public,Investment Banking & Asset Management,Finance
Data Analyst,31-50,5,Staffigo Technical Services LLC,Dallas,TX,51 to 200 employees,Private,IT Services,Information Technology
Research Data Analyst,31-50,2.6,North Central Texas Council of Governments,Arlington,TX,201 to 500 employees,Nonprofit Organization,Membership Organizations,Business Services
Data Analyst,31-50,,Corporate G,Dallas,TX,201 to 500 employees,Private,Unknown,Unknown
Rapd Risk Platforms & Data - Analyst,31-50,4,Goldman Sachs,Dallas,TX,10000+ employees,Public,Investment Banking & Asset Management,Finance
Business Data Analyst,31-50,3.5,McAfee,Plano,TX,5001 to 10000 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst,31-50,4.6,Conch Technologies Inc,Plano,TX,51 to 200 employees,Private,Consulting,Business Services
Business Analyst/Data Consultant,31-50,3.8,Apex Systems,Irving,TX,1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Analyst - Contract Renewals,31-50,2.8,RealPage,Richardson,TX,5001 to 10000 employees,Public,Computer Hardware & Software,Information Technology
Analyst Supply Chain I Data Management,51-70,3.9,Mary Kay,Lewisville,TX,5001 to 10000 employees,Private,Consumer Products Manufacturing,Manufacturing
Senior Data Analyst,51-70,4.5,Mobilityware,Dallas,TX,51 to 200 employees,Private,Video Games,Media
Data Analyst,51-70,3,AustinCSI,Grapevine,TX,51 to 200 employees,Private,Consulting,Business Services
Data Integration Analyst,51-70,4.4,Apptricity Corporation,Irving,TX,51 to 200 employees,Private,Computer Hardware & Software,Information Technology
Data Analyst,51-70,4.1,Mitchell Martin,Plano,TX,501 to 1000 employees,Private,Staffing & Outsourcing,Business Services
Data Analyst,51-70,4.3,National NeuroMonitoring,Addison,TX,51 to 200 employees,Private,Health Care Services & Hospitals,Health Care
Healthcare Analyst / Healthcare Data Analyst,51-70,5,PriceSenz,Irving,TX,Unknown,Public,Unknown,Unknown
Human Resources Data Analyst,51-70,1.9,MOA,Plano,TX,51 to 200 employees,Other Organization,Unknown,Unknown
Business Analyst - Data Protection,51-70,3.4,NTT DATA,Irving,TX,10000+ employees,Public,IT Services,Information Technology
